"Sr.","Stock Name","Symbol","close","%_change","volume","sma150","market_cap","sector","atr14","ema21","Add Column"
451,"Huhtamaki India Ltd","HUHTAMAKI","279.1","0.74%","1,39,565","196.44","2092.34","industrials","13.69","275.81",""
452,"Larsen & Toubro Limited","LT","4,086.7","0.73%","10,66,164","3961.3","558133.33","realty","58.25","3999.68",""
453,"Rategain Travel Technologies Ltd","RATEGAIN","949.5","0.73%","2,67,690","694.33","11162.79","i.t","45.79","927.96",""
454,"Zee Media Corporation Limited","ZEEMEDIA","9.7","0.73%","1,60,59,867","8.17","631.18","media","0.56","7.96",""
455,"Gujarat Themis Biosyn Ltd","GUJTHEM","351.25","0.72%","66,293","345.41","3800.16","healthcare","12.38","358.89",""
456,"Consolidated Finvest & Holdings Limited","CONSOFINVT","271.95","0.72%","1,704","229.05","872.81","financials","12.33","280.1",""
457,"Minda Corporation Limited","MINDACORP","725.15","0.71%","5,87,785","593.57","17214.91","auto","28.96","709.45",""
458,"ASK Automotive Ltd","ASKAUTOLTD","649.2","0.7%","4,95,881","460.19","12709.78","auto","31.37","588.24",""
459,"Ashiana Housing Limited","ASHIANA","365","0.7%","39,781","341.87","3643.52","realty","12.95","377.64",""
460,"Atul Auto Limited","ATULAUTO","498","0.69%","1,36,921","467.23","1372.58","auto","24.29","510.9",""
461,"Karur Vysya Bank Limited","KARURVYSYA","334","0.68%","16,38,570","299.64","32069.24","bank","7.92","331.38",""
462,"Rico Auto Industries Limited","RICOAUTO","132.9","0.68%","17,48,899","124.58","1785.76","auto","8.27","138.51",""
463,"Kronox Lab Sciences Ltd","KRONOX","151.52","0.66%","1,22,749","134.62","558.53","chemicals","8.5","157.36",""
464,"Indogulf Cropsciences Ltd","IGCL","71.38","0.66%","68,755","66.02","448.32","chemicals","3.31","72.55",""
465,"Iris Clothings Ltd","IRISDOREME","58.3","0.64%","12,74,823","37.61","1102.59","consumer discretionary","1.77","52.75",""
466,"Onida Electronics Ltd","ONIDA","36.02","0.64%","2,71,253","34.69","1322.06","consumer discretionary","1.59","38.01",""
467,"Thejo Engineering Ltd","THEJO","2,118.1","0.63%","4,289","1760.19","2283.29","industrials","86.25","2051.41",""
468,"Kirloskar Pneumatic Company Ltd","KIRLPNU","1,534.3","0.63%","1,12,018","1395.65","9904.94","industrials","44.94","1535.02",""
469,"DJ Mediaprint & Logistics Ltd","DJML","107.44","0.62%","2,31,759","95.64","383.65","miscellaneous","7.8","109.49",""
470,"Jsw Steel Limited","JSWSTEEL","1,277.8","0.61%","14,04,965","1238.35","310572.65","metals & mining","26.12","1275.49",""
471,"Century Enka Limited","CENTENKA","572.6","0.61%","66,459","475.17","1243.63","textiles","20.25","584.31",""
472,"Kabra Extrusion Technik Limited","KABRAEXTRU","520.5","0.6%","1,88,101","264.64","1809.49","industrials","33.32","435.98",""
473,"Greenlam Industries Limited","GREENLAM","252.8","0.6%","41,449","239.52","6411.86","building materials","11.49","253.39",""
474,"Allcargo Logistics Limited","ALLCARGO","10.06","0.6%","1,30,04,293","8.89","1497.78","transportation","0.65","9.13",""
475,"Il&fs Investment Managers Limited","IVC","8.32","0.6%","1,33,443","7.77","259.71","financials","0.39","8.31",""
476,"United Spirits Ltd","UNITDSPR","1,545","0.59%","3,63,526","1353.08","111721.09","fmcg","27.93","1496.08",""
477,"Hindustan Aeronautics Ltd","HAL","5,059","0.58%","17,19,795","4321.36","336387.14","aerospace & defence","123.8","4779",""
478,"Veedol Corporation Ltd","VEEDOL","1,521.6","0.58%","13,052","1426.53","2636.08","chemicals","39.61","1467.97",""
479,"Unichem Laboratories Limited","UNICHEMLAB","543.3","0.57%","1,26,268","408.89","3803.32","healthcare","29.92","529.65",""
480,"Edelweiss Financial Services Limited","EDELWEISS","122.67","0.57%","30,43,957","114.67","11545.79","financials","4.3","119.5",""
481,"Alivus Life Sciences Ltd","ALIVUS","1,394.4","0.56%","1,55,507","1040.37","17019.85","healthcare","47.37","1277",""
482,"Raymond Realty Ltd","RAYMONDREL","581.05","0.56%","1,86,883","527.96","3846.63","realty","27.94","633.78",""
483,"Gujarat Pipavav Port Limited","GPPL","159.57","0.56%","26,10,399","159.1","7671.22","transportation","3.97","152.24",""
484,"Anlon Healthcare Ltd","AHCL","14.51","0.55%","22,97,801","13.6","766.98","chemicals","0.48","14.7",""
485,"Equitas Small Finance Bank Ltd","EQUITASBNK","74.92","0.54%","13,76,342","69.08","8523.01","bank","2.21","75.88",""
486,"Glaxosmithkline Pharmaceuticals Limited","GLAXO","2,702.9","0.52%","84,337","2426.31","45549.89","healthcare","60.9","2593.74",""
487,"Welspun Investments And Commercials Limited","WELINV","1,857.5","0.51%","189","1532.52","675.35","financials","73.49","1844.94",""
488,"Kansai Nerolac Paints Limited","KANSAINER","205.8","0.51%","95,977","205.51","16558.43","building materials","6.09","206.03",""
489,"Worth Peripherals Ltd","WORTHPERI","155.29","0.51%","12,610","136.44","243.35","industrials","9.03","149.68",""
490,"Restaurant Brands Asia Ltd","RBA","99.59","0.51%","59,42,014","68.15","7051.71","consumer discretionary","5.29","84.52",""
491,"Prime Securities Limited","PRIMESECU","283.3","0.48%","21,202","281.12","956.95","financials","11.29","285.14",""
492,"Simplex Infrastructures Limited","SIMPLEXINF","251.31","0.48%","71,692","226.03","1978.17","realty","10.51","247.65",""
493,"Wonder Electricals Ltd","WEL","145.74","0.48%","6,35,959","116.35","1943.79","consumer discretionary","7.86","124.5",""
494,"Glenmark Pharmaceuticals Limited","GLENMARK","2,329","0.46%","3,05,189","2178.19","65425.44","healthcare","46.24","2265.17",""
495,"Welspun Corp Limited","WELCORP","1,882","0.46%","2,02,713","1179.06","49415.9","industrials","45.76","1756.45",""
496,"Gandhar Oil Refinery (India) Ltd","GANDHAR","246.69","0.46%","9,53,235","165.17","2403.63","energy","11.68","233.88",""
497,"TransIndia Real Estate Ltd","TREL","26.05","0.46%","1,29,819","25.3","637.09","transportation","1.31","25.56",""
498,"Steel Exchange India Ltd","STEELXIND","10.92","0.46%","13,06,177","9.92","1386.49","metals & mining","0.47","11.25",""
499,"Mahindra Lifespace Developers Limited","MAHLIFE","386.65","0.45%","1,25,955","354.42","8211.56","realty","10.11","382.44",""
500,"Algoquant Fintech Ltd","ALGOQUANT","66.29","0.44%","11,34,517","59.36","1855.23","financials","2.71","65.99",""
501,"Novartis India Ltd","NOVARTIND","1,589.1","0.42%","19,092","1095.98","3907.32","healthcare","72.1","1586.3",""
502,"Deepak Fertilizers And Petrochemicals Corporation Limited","DEEPAKFERT","1,502.7","0.42%","2,31,896","1277.92","18890.23","chemicals","52.02","1537.55",""
503,"Empyrean Cashews Ltd","KRISHIVAL","408.3","0.42%","5,780","359.2","1042.05","fmcg","10.69","397.97",""
504,"Sarla Performance Fibers Limited","SARLAPOLY","101.61","0.42%","41,680","91.17","804.49","textiles","3.38","100.89",""
505,"Ganesh Benzoplast Ltd","GANESHBE","118.13","0.41%","64,029","93.14","846.96","miscellaneous","6.27","114.6",""
506,"Inox India Ltd","INOXINDIA","1,950.8","0.4%","72,477","1489.98","17635.35","industrials","66.73","1937.81",""
507,"Zen Technologies Limited","ZENTEC","1,864.5","0.39%","3,88,352","1569.13","16768.72","aerospace & defence","54.78","1768.39",""
508,"Sky Gold Ltd","SKYGOLD","776.4","0.39%","6,61,574","462.21","11977.95","consumer discretionary","37.77","709.86",""
509,"Oriental Aromatics Ltd","OAL","349.45","0.39%","10,247","305.08","1171.48","chemicals","16.68","363.85",""
510,"Castrol India Limited","CASTROLIND","187.55","0.39%","13,53,498","184.53","18478.78","chemicals","2.82","187.42",""
511,"SBC Exports Ltd","SBC","38.75","0.39%","62,30,439","35.14","1838.09","textiles","2.15","40.77",""
512,"Manba Finance Ltd","MANBA","130.52","0.38%","88,148","123.06","653.21","financials","4.73","133.57",""
513,"Granules India Limited","GRANULES","861.55","0.37%","4,04,940","702.28","21270.89","healthcare","25.13","851.96",""
514,"Balaji Telefilms Limited","BALAJITELE","92.72","0.37%","2,49,035","92.61","1126.13","media","5.35","88.49",""
515,"Brigade Enterprises Limited","BRIGADE","593.7","0.36%","5,27,798","547.28","19294.14","realty","19.53","575.57",""
516,"Tarsons Products Ltd","TARSONS","361.5","0.33%","20,73,726","230.98","1917.02","healthcare","24.17","317.08",""
517,"Greaves Cotton Limited","GREAVESCOT","195.01","0.33%","7,69,141","179.69","4527.88","industrials","8.38","212.07",""
518,"Bata India Limited","BATAINDIA","758.1","0.32%","8,06,511","740.41","9712.83","consumer discretionary","26.28","715.66",""
519,"Aurobindo Pharma Limited","AUROPHARMA","1,627.2","0.31%","9,98,350","1386.18","93332.05","healthcare","38.32","1604.25",""
520,"Rites Ltd","RITES","221.72","0.3%","3,17,626","214.2","10624.23","miscellaneous","5.94","222.4",""
521,"Home First Finance Company India Ltd","HOMEFIRST","1,179.9","0.29%","38,122","1122.41","12297.39","financials","26.77","1186.3",""
522,"Ganesh Housing Ltd","GANESHHOU","838","0.29%","27,865","714.79","6967.83","realty","32.21","793.14",""
523,"Kalyan Jewellers India Ltd","KALYANKJIL","610","0.29%","1,00,38,788","429.72","62816.42","consumer discretionary","23.83","580.85",""
524,"Crisil Limited","CRISIL","4,488.3","0.28%","24,863","4268.57","32732.26","financials","106.16","4423.54",""
525,"Technocraft Industries (india) Limited","TIIL","3,097.2","0.28%","1,00,294","2403.89","7002.95","metals & mining","166.13","2722.79",""
526,"Jio Financial Services Ltd","JIOFIN","249.75","0.28%","1,14,90,495","247.13","164451.24","financials","6.21","250.41",""
527,"Share India Securities Ltd","SHAREINDIA","174.96","0.28%","3,93,157","146.87","3817.85","financials","6.65","172.73",""
528,"Digjam Ltd","DIGJAMLMTD","50.52","0.28%","6,685","46","100.76","textiles","3.23","47.63",""
529,"Finkurve Financial Services Ltd","FINKURVE","72.93","0.26%","11,65,604","70","1019.41","financials","5.88","63.59",""
530,"CL Educate","CLEDUCATE","59","0.25%","27,614","54.14","319.11","services","3.22","58.04",""
531,"Titan Company Limited","TITAN","5,068.5","0.24%","5,65,258","4338.09","448882.44","consumer discretionary","95.8","4909.05",""
532,"Olectra Greentech Ltd","OLECTRA","1,320.1","0.24%","2,71,051","1201.66","10809.21","auto","40.16","1362.61",""
533,"Innova Captab Ltd","INNOVACAP","1,038.45","0.24%","43,900","812.43","5928.5","healthcare","46","987.8",""
534,"Bliss Gvs Pharma Limited","BLISSGVS","520.5","0.24%","3,47,193","321.85","5506.97","healthcare","26.01","489.78",""
535,"Firstsource Solutions Limited","FSL","267.75","0.24%","5,57,871","256.47","18616.63","i.t","12.72","278.96",""
536,"Mufin Green Finance Ltd","MUFIN","135.87","0.24%","8,71,912","118.6","2685.89","financials","4.16","132.95",""
537,"Mps Limited","MPSLTD","2,814.8","0.22%","18,918","1866.67","4804.51","i.t","117.16","2655.18",""
538,"Cheviot Company Ltd","CHEVIOT","1,161.5","0.22%","1,287","1087.9","677.07","textiles","40.79","1152.07",""
539,"India Tourism Development Corporation Ltd","ITDC","698.3","0.22%","1,10,582","577.51","5975.98","services","28.5","702.94",""
540,"Jk Paper Limited","JKPAPER","380.75","0.22%","2,08,952","356.27","6888.3","building materials","11.52","383.96",""
541,"Sintercom India Ltd","SINTERCOM","82.64","0.22%","2,322","81.5","226.99","auto","5.29","82.42",""
542,"Kohinoor Foods Limited","KOHINOOR","27.78","0.22%","5,89,879","24.57","102.76","fmcg","1.26","24.14",""
543,"Hind Rectifiers Limited","HIRECT","1,258.6","0.21%","48,041","925.69","4453.6","consumer discretionary","61.93","1262.72",""
544,"Bajaj Finance Limited","BAJFINANCE","1,089.3","0.21%","22,95,675","960.89","676761.23","financials","25.28","1082.76",""
545,"Venky's (india) Limited","VENKEYS","1,531","0.2%","24,903","1460.82","2152.54","fmcg","61.39","1524.92",""
546,"The Sandesh Limited","SANDESH","1,081.85","0.2%","1,791","996.88","817.27","media","54.48","1042.84",""
547,"Rajratan Global Wire Ltd","RAJRATAN","516.8","0.19%","61,508","443.15","2618.77","metals & mining","20.57","509.02",""
548,"Syrma SGS Technology Ltd","SYRMA","1,467.9","0.18%","9,72,670","1041.86","28253.52","consumer discretionary","54.6","1421.59",""
549,"Bf Investment Limited","BFINVEST","464.3","0.18%","46,733","417.39","1745.71","financials","20.01","465.19",""
550,"Alkyl Amines Chemicals Limited","ALKYLAMINE","1,920.1","0.17%","60,227","1629.11","9804.21","chemicals","59.8","1880.55",""
551,"Ifb Industries Limited","IFBIND","1,386","0.17%","28,704","1202.89","5606.18","consumer discretionary","46.38","1363.98",""
552,"Kesoram Industries Limited","KESORAMIND","11.72","0.17%","2,80,007","10.6","363.48","miscellaneous","0.35","12.06",""
553,"Solar Industries India Limited","SOLARINDS","20,000","0.16%","1,53,646","15840.07","180699.59","aerospace & defence","611.9","18905.27",""
554,"Aegis Vopak Terminals Ltd","AEGISVOPAK","269.5","0.15%","6,67,513","223.36","29816.05","transportation","12.2","279.27",""
555,"Adf Foods Limited","ADFFOODS","262.85","0.15%","97,295","242.75","2883.37","fmcg","9.62","275.86",""
556,"Urban Company Ltd","URBANCO","144.6","0.15%","38,96,552","127.46","22267.55","i.t","5.36","138.4",""
557,"Dhanlaxmi Bank Limited","DHANBANK","32.39","0.15%","9,64,434","28.75","1276.46","bank","1","32.92",""
558,"Abb India Limited","ABB","7,660","0.14%","93,962","6558.33","162088.72","industrials","180.7","7520.62",""
559,"Nitin Spinners Limited","NITINSPIN","553.75","0.14%","84,704","448.42","3108.68","textiles","21.81","552.14",""
560,"Hester Biosciences Limited","HESTERBIO","2,417.6","0.13%","3,101","1809.25","2053.9","healthcare","81.21","2424.54",""
561,"Canara HSBC Life Insurance Company Ltd","CANHLIFE","148.9","0.13%","1,97,635","144.33","14127.45","financials","4.61","148.43",""
562,"Coromandel International Limited","COROMANDEL","2,097.9","0.12%","1,05,597","2059.53","61814.79","chemicals","41.37","2068.05",""
563,"JTL Industries Ltd","JTLIND","75.33","0.12%","8,64,515","69.05","2957.55","metals & mining","2.45","76.01",""
564,"Fineotex Chemical Limited","FCL","43.41","0.12%","74,87,196","30.17","5049.28","chemicals","2.25","40.96",""
565,"Ivalue Infosolutions Ltd","IVALUE","279.1","0.11%","1,73,923","252.27","1523.1","i.t","10.09","280.37",""
566,"Manomay Tex India Ltd","MANOMAY","215.35","0.11%","55,992","205.87","388.26","textiles","7.01","209.15",""
567,"Patel Engineering Limited","PATELENG","28.48","0.11%","21,65,036","28.14","2822.64","realty","0.89","29.03",""
568,"Tasty Bite Eatables Ltd","TASTYBITE","10,014.5","0.1%","30,764","7803.19","2567.28","fmcg","521.76","9310.55",""
569,"Aspinwall And Company Limited","ASPINWALL","236.24","0.1%","1,167","230.6","184.51","miscellaneous","10.64","241.33",""
570,"Updater Services Ltd","UDS","211.72","0.1%","2,71,827","171.03","1416.06","miscellaneous","6.72","205.24",""
571,"The Andhra Sugars Limited","ANDHRSUGAR","101.98","0.1%","9,79,808","81.39","1380.83","chemicals","4.61","91.82",""
572,"Prince Pipes & Fittings Ltd","PRINCEPIPE","284.25","0.09%","2,22,830","258.19","3139.93","plastic products","8.48","272.73",""
573,"Mukta Arts Limited","MUKTAARTS","56.55","0.09%","7,000","55.75","127.61","media","3.42","56.63",""
574,"Maral Overseas Limited","MARALOVER","53.15","0.09%","8,490","48.67","220.41","textiles","2.82","54.76",""
575,"Siemens Limited","SIEMENS","3,943","0.08%","2,01,072","3461.96","140311.48","industrials","104.14","3852.43",""
576,"S J S Enterprises Ltd","SJS","2,534.5","0.08%","2,64,621","1929.12","8105.31","auto","103.85","2390.6",""
577,"Havells India Limited","HAVELLS","1,299","0.08%","8,57,855","1270.41","81457.5","consumer discretionary","24.19","1260.24",""
578,"Niit Limited","NIITLTD","95.63","0.08%","2,52,230","80.02","1305.73","i.t","3.47","96.19",""
579,"Kirloskar Oil Engines Limited","KIRLOSENG","2,101.6","0.07%","3,27,449","1705.63","30531.24","industrials","89.9","2168.31",""
580,"Steelcast Ltd","STEELCAS","352.1","0.07%","84,512","268.13","3560.72","industrials","14.09","328.28",""
581,"Shalimar Paints Limited","SHALPAINTS","91.45","0.07%","8,37,962","57.15","765.04","building materials","5.51","77.51",""
582,"Grasim Industries Limited","GRASIM","3,250.5","0.06%","13,24,345","2936.86","221100.21","textiles","84.37","3219.02",""
583,"Anand Rathi Wealth Ltd","ANANDRATHI","2,176","0.06%","1,88,710","1754.56","36108.99","financials","47.44","2102.53",""
584,"Krystal Integrated Services Ltd","KRYSTAL","620.4","0.06%","12,806","592.34","866.26","miscellaneous","11.05","608.19",""
585,"Signpost India Ltd","SIGNPOST","267.55","0.06%","25,715","257.9","1429.25","miscellaneous","9.55","280.73",""
586,"Orient Electric Ltd","ORIENTELEC","187.42","0.06%","1,40,517","176.8","3996.56","consumer discretionary","5.6","182.04",""
587,"Divi's Laboratories Limited","DIVISLAB","8,481.5","0.05%","2,52,029","6650.91","225037.72","healthcare","177.29","8056.96",""
588,"Best Agrolife Ltd","BESTAGRO","18.88","0.05%","5,53,581","17.76","669.26","chemicals","1.16","18.34",""
589,"Shankara Building Products","SHANKARA","141.1","0.04%","92,635","118.79","342.01","consumer discretionary","2.51","139.86",""
590,"Texmaco Infrastructure & Holdings Limited","TEXINFRA","107.85","0.04%","98,346","100.98","1373.79","realty","2.89","111.76",""
591,"Pnb Housing Finance Limited","PNBHOUSING","1,150.8","0.03%","2,64,061","962.18","29980.87","financials","30.82","1115.96",""
592,"MTAR Technologies Ltd","MTARTECH","7,057","0.01%","66,761","5294.06","21703.97","aerospace & defence","319.6","6652.89",""
593,"Shriram Finance Ltd","SHRIRAMFIN","1,122","0%","21,05,094","1006.69","263997.08","financials","25.82","1090.48",""
594,"The Indian Hotels Company Limited","INDHOTEL","720","0%","6,92,444","675.8","102487.12","services","11.76","729.13",""
595,"Gokul Agro Resources Limited","GOKULAGRO","231.66","0%","1,84,455","201.27","6835.68","fmcg","7.99","225.5",""
596,"The Motor & General Finance Limited","MOTOGENFIN","26.07","0%","1,192","24.53","100.96","realty","0.83","26.7",""
597,"Jaiprakash Power Ventures Limited","JPPOWER","17.39","0%","3,02,88,768","16.99","11918.16","power & utilities","0.51","17.66",""
598,"Utkarsh Small Finance Bank Ltd","UTKARSHBNK","14.04","0%","19,10,237","13.73","2498.45","bank","0.34","14.31",""
599,"eMudhra Ltd","EMUDHRA","518.75","-0.01%","66,523","474.17","4296.27","i.t","17.51","499.43",""
600,"Niva Bupa Health Insurance Company Ltd","NIVABUPA","82.71","-0.01%","5,27,501","79.95","15296.86","financials","1.96","85.37",""
601,"Varroc Engineering Ltd","VARROC","847.75","-0.02%","5,08,443","583.69","12954.76","auto","35.54","751.7",""
602,"Shree Vasu Logistics Ltd","SVLL","756.05","-0.02%","159","634.52","869.15","transportation","14.76","744.44",""
603,"Aequs Ltd","AEQUS","249.58","-0.02%","12,30,567","179.69","16742.5","aerospace & defence","10.22","239.26",""
604,"Sapphire Foods India Ltd","SAPPHIRE","234.68","-0.02%","6,92,764","188.69","7543.5","consumer discretionary","10.98","209.33",""
605,"Shemaroo Entertainment Limited","SHEMAROO","129.1","-0.02%","10,650","107.97","370.99","media","6.04","123.3",""
606,"Cartrade Tech Ltd","CARTRADE","2,796.9","-0.03%","92,340","2214.53","13435.88","consumer discretionary","87.11","2769.95",""
607,"Amara Raja Energy & Mobility Ltd","ARE&M","945.7","-0.03%","3,72,044","846.32","17313.28","auto","30.61","920.97",""
608,"Zydus Wellness Limited","ZYDUSWELL","510.15","-0.03%","1,20,525","483.47","16235.74","fmcg","15.94","536.44",""
609,"Vrl Logistics Limited","VRLLOG","296.2","-0.03%","2,33,174","256.27","5183.38","transportation","11.07","275.88",""
610,"Skm Egg Products Export (india) Limited","SKMEGGPROD","259.42","-0.03%","1,83,300","210.91","1366.53","fmcg","14.91","266.28",""
611,"Gujarat Ambuja Exports Limited","GAEL","172.75","-0.03%","5,28,609","150.09","7926.29","fmcg","6.81","166.77",""
612,"Prestige Estates Projects Limited","PRESTIGE","1,591.9","-0.04%","10,50,412","1460.23","68593.79","realty","48.72","1610.03",""
613,"P N Gadgil Jewellers Ltd","PNGJL","610.4","-0.05%","2,57,927","588.37","8989.66","consumer discretionary","22.31","628.29",""
614,"Aditya Birla Real Estate Ltd","ABREL","1,402.1","-0.06%","1,74,072","1337.23","15669.79","realty","48.57","1398.4",""
615,"Newgen Software Technologies Ltd","NEWGEN","534.85","-0.06%","4,27,348","515","7626.42","i.t","20.98","539.29",""
616,"Vidya Wires Ltd","VIDYAWIRES","89.4","-0.06%","6,87,376","74.91","1902.53","industrials","3.33","92.65",""
617,"Choice International Ltd","CHOICEIN","803.8","-0.07%","2,31,474","731.72","17919.03","financials","15.34","811.04",""
618,"Lumax Industries Limited","LUMAXIND","5,792","-0.08%","6,502","5377.9","5418.41","auto","212.49","5612.18",""
619,"Prataap Snacks Ltd","DIAMONDYD","1,190.4","-0.08%","14,506","1075.2","2848.7","fmcg","44.89","1173.04",""
620,"Exide Industries Limited","EXIDEIND","475.7","-0.08%","30,24,809","365.87","40468.5","auto","14.58","460.62",""
621,"Devyani International Ltd","DEVYANI","143.65","-0.08%","31,04,617","117.54","17724.74","consumer discretionary","6.14","127.87",""
622,"Sutlej Textiles And Industries Limited","SUTLEJTEX","38.06","-0.08%","7,942","34.19","624.02","textiles","1.34","38.26",""
623,"Poonawalla Fincorp Ltd","POONAWALLA","497.45","-0.09%","10,77,907","434.09","43840.03","financials","15.38","479.26",""
624,"Senco Gold Ltd","SENCO","341.55","-0.09%","11,00,322","335.94","5600.82","consumer discretionary","19.6","373.84",""
625,"Styrenix Performance Materials Ltd","STYRENIX","2,181.6","-0.1%","40,081","2134.5","3840.17","energy","81.01","2306.04",""
626,"Apl Apollo Tubes Limited","APLAPOLLO","2,081.3","-0.1%","4,39,122","1960.16","57844.58","industrials","52.43","1950.14",""
627,"Wework India Management Ltd","WEWORK","707.8","-0.1%","2,90,990","588.56","9819.12","co-working","29","718.62",""
628,"Just Dial Limited","JUSTDIAL","680.3","-0.1%","1,04,146","598.22","5791.84","i.t","22.43","688.58",""
629,"Sree Rayalaseema Hi-strength Hypo Limited","SRHHYPOLTD","496.05","-0.1%","8,874","481.15","852.32","chemicals","15.14","495.06",""
630,"Intrasoft Technologies Limited","ISFT","82.25","-0.1%","64,230","78.68","134.29","i.t","4.19","79.12",""
631,"Tpl Plastech Limited","TPLPLASTEH","77.25","-0.1%","1,31,399","68.57","603.2","industrials","2.55","77.75",""
632,"Manappuram Finance Limited","MANAPPURAM","348.6","-0.11%","27,34,419","306.03","32782.83","financials","10.91","353.4",""
633,"Artemis Medicare Services Ltd","ARTEMISMED","314.4","-0.11%","2,07,441","255.3","4982.69","healthcare","11.57","301.8",""
634,"Jay Bharat Maruti Limited","JAYBARMARU","127.72","-0.11%","2,28,311","117.53","1384.08","auto","7.46","147.26",""
635,"SBFC Finance Ltd","SBFC","93.95","-0.11%","7,03,821","93.02","10414.22","financials","1.76","93.09",""
636,"Atul Limited","ATUL","6,721","-0.12%","28,126","6501.12","19811.36","chemicals","171.19","6689.25",""
637,"Power Mech Projects Limited","POWERMECH","2,452.3","-0.12%","50,868","2359.78","7762.43","realty","74.52","2544.46",""
638,"Icici Bank Limited","ICICIBANK","1,415.3","-0.12%","56,05,603","1346.72","1016501.35","bank","21.78","1426.02",""
639,"Epigral Ltd","EPIGRAL","1,097.1","-0.12%","42,312","1077.07","4738.64","chemicals","35.56","1106.33",""
640,"Capri Global Capital Limited","CGCL","226.24","-0.12%","23,65,833","195.79","21794.71","financials","8.43","232.92",""
641,"Landmark Cars Ltd","LANDMARK","511","-0.13%","1,30,878","426.64","2121.55","consumer discretionary","26.46","525.04",""
642,"Precision Wires India Limited","PRECWIRE","457.75","-0.13%","3,87,991","349.46","8379","metals & mining","23.7","411.62",""
643,"Gp Petroleums Limited","GULFPETRO","61.57","-0.13%","1,30,079","36.52","314.32","chemicals","3.5","53.28",""
644,"Kajaria Ceramics Limited","KAJARIACER","1,251.6","-0.14%","3,64,900","1075.71","19963.19","building materials","33.71","1217.86",""
645,"Mahindra Logistics Ltd","MAHLOG","404.95","-0.14%","1,61,545","375.97","4023.47","transportation","11.78","404.42",""
646,"Nuvoco Vistas Corporation Ltd","NUVOCO","331.1","-0.14%","1,20,491","324.09","11841.51","building materials","9.24","340.05",""
647,"Muthoot Microfin Ltd","MUTHOOTMF","208.12","-0.14%","2,63,043","191.31","3553.23","financials","10.85","224.47",""
648,"Samvardhana Motherson International Ltd","MOTHERSON","168.06","-0.14%","76,60,435","131.86","177631.27","auto","4.37","158.07",""
649,"Star Health & Allied Insurance Company Ltd","STARHEALTH","584.25","-0.15%","6,15,038","511.57","34440.58","financials","14.63","584.39",""
650,"Bajaj Finserv Limited","BAJAJFINSV","2,005","-0.16%","10,26,623","1863.9","321438.45","financials","40.88","1983.83",""
651,"Eternal Ltd","ETERNAL","318","-0.16%","1,89,72,081","265.14","307363.67","i.t","7.89","306.53",""
652,"IIFL Finance Ltd","IIFL","630.05","-0.17%","7,43,878","515.7","26844.39","financials","15.39","602.09",""
653,"DMCC Speciality Chemicals Ltd","DMCC","293.65","-0.17%","51,902","253.05","733.61","chemicals","16.8","283.48",""
654,"Nahar Capital And Financial Services Limited","NAHARCAP","255.62","-0.17%","1,067","244.03","428.8","financials","9.21","256.8",""
655,"Persistent Systems Limited","PERSISTENT","5,570","-0.18%","3,98,938","5236.09","88024.5","i.t","145","5401.39",""
656,"Grindwell Norton Limited","GRINDWELL","2,163.5","-0.18%","21,123","1774.72","23998.56","industrials","60.6","2107.2",""
657,"Premier Energies Ltd","PREMIERENE","1,015.5","-0.18%","4,30,713","932.09","46180.49","services","24.92","1036.33",""
658,"IIFL Capital Services Ltd","IIFLCAPS","334.55","-0.19%","1,14,277","326.01","10506.86","financials","3.18","336.12",""
659,"One Mobikwik Systems Ltd","MOBIKWIK","202.83","-0.19%","5,74,441","201.96","1600.22","i.t","6.77","205.63",""
660,"Eicher Motors Limited","EICHERMOT","8,050","-0.2%","3,97,488","7368.04","221423.43","auto","131","7883.27",""
661,"GMR Airports Ltd","GMRAIRPORT","101.31","-0.2%","89,80,717","100.06","107184.16","miscellaneous","2.44","105.88",""
662,"BirlaNu Ltd","BIRLANU","1,551.8","-0.22%","8,799","1454.8","1172.76","building materials","84.09","1485.33",""
663,"Yatharth Hospital & Trauma Care Services Ltd","YATHARTH","842.85","-0.22%","1,91,341","753.94","8139.05","healthcare","26.83","850.81",""
664,"Cybertech Systems And Software Limited","CYBERTECH","133.64","-0.22%","7,748","131.55","405.58","i.t","4.31","138.18",""
665,"Manaksia Limited","MANAKSIA","58.87","-0.22%","12,573","58.78","386.65","services","2.14","57.72",""
666,"Sundram Fasteners Limited","SUNDRMFAST","1,214.75","-0.23%","1,65,656","896.34","25585.23","auto","37.2","1080.04",""
667,"Emmvee Photovoltaic Power Ltd","EMMVEE","320.75","-0.23%","15,88,227","266.46","22258.89","industrials","10.01","324.05",""
668,"Supreme Infrastructure India Limited","SUPREMEINF","90.66","-0.23%","48,674","79.65","879.04","realty","6.17","86.53",""
669,"Kalyani Investment Company Limited","KICL","5,292.5","-0.24%","943","4963.91","2315.79","financials","193.52","5421.52",""
670,"Superhouse Limited","SUPERHOUSE","169.12","-0.24%","4,964","153.57","186.9","consumer discretionary","8.51","161.61",""
671,"Foseco India Limited","FOSECOIND","5,641","-0.25%","5,255","4938.55","4262.32","chemicals","218.74","5358.76",""
672,"The Orissa Minerals Development Company Limited","ORISSAMINE","4,871.1","-0.25%","12,199","4092.25","2929.86","metals & mining","236.37","4359.42",""
673,"Kaynes Technology India Ltd","KAYNES","3,651","-0.25%","6,41,033","3613.04","24536.02","consumer discretionary","145.65","3627.37",""
